,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,1157.9835285599493
3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,71.67413985828352
3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,-5.919387906121301
3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,149.26766762268835
3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,6356.749888775064
3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,5813.5951944242315
3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,537.2353064447116
3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6046.375777717445
3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,5658.408138895422
3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,925.2029452667348
3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,3640.9764170208996
3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,3330.6023059632803
3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,8063.807499591967
3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,614.8288342091164
3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,847.6094175023304
3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,3175.4152504344706
3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,13417.76091533589
3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,149.26766762268835
3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,5658.408138895422
3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,149.26766762268835
3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,13572.9479708647
3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,13029.793276513867
3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1933.9188062039962
3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,6511.936944303872
3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,692.4223619735212
3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,3175.4152504344706
3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,10158.832749230893
3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,5503.221083366612
3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,226.86119538709318
3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,71.67413985828352
3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5503.221083366612
3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,3330.6023059632803
3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1002.7964730311396
3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,4727.285805722566
3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,3175.4152504344706
3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5968.782249953039
3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,1778.731750675187
3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1080.3900007955444
3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,149.26766762268835
3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,5503.221083366612
3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,6201.562833246255
3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,6899.904583125895
3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,6356.749888775064
3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,149.26766762268835
3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,7598.246333005538
3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,71.67413985828352
3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,4339.318166900541
3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,-83.51291567052567
3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,226.86119538709318
3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,11012.361554639345
3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5968.782249953039
3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,304.45472315149755
3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,3563.3828892564948
3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5580.814611131016
3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,537.2353064447116
3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,226.86119538709318
3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,4804.87933348697
3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,770.015889737926
3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,7831.0269162987515
3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,6899.904583125895
3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,10934.76802687494
3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2089.105861732806
3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,-393.88702672814475
3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,14426.47677627315
3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6822.31105536149
3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,149.26766762268835
3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,11012.361554639345
3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,1002.7964730311396
3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,5658.408138895422
3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,7055.091638654705
3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,5580.814611131016
3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,226.86119538709318
3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1623.5446951463773
3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,7287.872221947919
3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,11710.703304518987
3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,9460.49099935125
3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1933.9188062039962
3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,71.67413985828352
3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,10779.58097134613
3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3718.5699447853044
3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,6279.156361010659
3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3640.9764170208996
3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,5658.408138895422
3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,7443.059277476728
3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,304.45472315149755
3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1623.5446951463773
3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,-83.51291567052567
3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,149.26766762268835
3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1701.1382229107821
3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,9770.86511040887
3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,1080.3900007955444
3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,3718.5699447853044
3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,4727.285805722566
3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,11012.361554639345
3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5503.221083366612
3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1778.731750675187
3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,149.26766762268835
3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,304.45472315149755
3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,9460.49099935125
3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4106.537583607327
3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,5813.5951944242315
3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,9382.897471586846
3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,13417.76091533589
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1778.731750675187
3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,382.0482509159024
3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,5813.5951944242315
3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,9693.271582644466
3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,3175.4152504344706
3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,9538.084527115656
3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,6279.156361010659
3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,847.6094175023304
3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,3253.0087781988755
3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,149.26766762268835
3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,614.8288342091164
3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,5580.814611131016
3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,2166.6993894972097
3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,847.6094175023304
3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,537.2353064447116
3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,71.67413985828352
3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,5580.814611131016
3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9382.897471586846
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2166.6993894972097
3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,4727.285805722566
3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1701.1382229107821
3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,-161.1064434349305
3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,3175.4152504344706
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,11322.735665696962
3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,5503.221083366612
3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1623.5446951463773
3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,9460.49099935125
3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7055.091638654705
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,847.6094175023304
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,3253.0087781988755
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1080.3900007955444
3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,149.26766762268835
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1080.3900007955444
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1856.3252784395913
3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,3640.9764170208996
3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2321.8864450260194
3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1002.7964730311396
3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1778.731750675187
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,149.26766762268835
3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3330.6023059632803
3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,3330.6023059632803
3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,-316.2934989637399
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1701.1382229107821
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,9460.49099935125
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,1235.577056324354
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,11322.735665696962
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3253.0087781988755
3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2321.8864450260194
3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6667.12399983268
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1390.7641118531628
3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,304.45472315149755
3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,14504.070304037556
3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,71.67413985828352
3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,6046.375777717445
3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10158.832749230893
3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,5503.221083366612
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,9382.897471586846
3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,1933.9188062039962
3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,925.2029452667348
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,9460.49099935125
3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1701.1382229107821
3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5658.408138895422
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,149.26766762268835
3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,925.2029452667348
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,13262.57385980708
3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,3796.1634725497092
3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1701.1382229107821
3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,71.67413985828352
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,304.45472315149755
3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3640.9764170208996
3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,847.6094175023304
3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1856.3252784395913
3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,1002.7964730311396
3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,459.64177868030674
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1623.5446951463773
3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5580.814611131016
3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,149.26766762268835
3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,382.0482509159024
3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1080.3900007955444
3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,71.67413985828352
3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7520.652805241134
3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,226.86119538709318
3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,5580.814611131016
3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,382.0482509159024
3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4882.472861251375
3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5580.814611131016
3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1623.5446951463773
3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3408.195833727685
3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1002.7964730311396
3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,5580.814611131016
3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,2321.8864450260194
3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,-161.1064434349305
3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5813.5951944242315
3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,3563.3828892564948
3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,2477.073500554829
3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4727.285805722566
3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,149.26766762268835
3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,5580.814611131016
3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,5580.814611131016
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5503.221083366612
3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,149.26766762268835
3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,847.6094175023304
3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,5580.814611131016
3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,3253.0087781988755
3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,459.64177868030674
3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1390.7641118531628
3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,149.26766762268835
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3253.0087781988755
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1856.3252784395913
3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,770.015889737926
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,149.26766762268835
3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,71.67413985828352
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,13340.167387571484
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,925.2029452667348
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,7210.278694183515
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,14814.444415095175
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13262.57385980708
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,770.015889737926
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,4804.87933348697
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,5580.814611131016
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,6201.562833246255
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1856.3252784395913
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7365.465749712324
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2089.105861732806
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2321.8864450260194
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,304.45472315149755
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,4727.285805722566
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,5658.408138895422
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,3330.6023059632803
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1778.731750675187
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,226.86119538709318
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,-316.2934989637399
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3330.6023059632803
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,6511.936944303872
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,5580.814611131016
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,3330.6023059632803
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9693.271582644466
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,4727.285805722566
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5503.221083366612
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,770.015889737926
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,1623.5446951463773
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,6899.904583125895
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,149.26766762268835
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5968.782249953039
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,149.26766762268835
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,13340.167387571484
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,71.67413985828352
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,71.67413985828352
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,5580.814611131016
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,382.0482509159024
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,3408.195833727685
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,3330.6023059632803
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,149.26766762268835
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,9615.67805488006
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,-316.2934989637399
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,847.6094175023304
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7132.685166419109
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,5503.221083366612
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5658.408138895422
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,3253.0087781988755
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,925.2029452667348
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9382.897471586846
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4727.285805722566
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,537.2353064447116
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,5891.188722188635
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,382.0482509159024
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6899.904583125895
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5736.001666659826
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,226.86119538709318
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,6123.969305481849
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,3408.195833727685
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,6279.156361010659
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,11089.955082403749
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5503.221083366612
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4882.472861251375
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3563.3828892564948
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3330.6023059632803
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,7055.091638654705
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2477.073500554829
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,149.26766762268835
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,1778.731750675187
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,-471.4805544925491
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,71.67413985828352
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4261.724639136137
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3718.5699447853044
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,14348.883248508748
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,5580.814611131016
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,459.64177868030674
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,9382.897471586846
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,1778.731750675187
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,6977.498110890299
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,71.67413985828352
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1856.3252784395913
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,4804.87933348697
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2321.8864450260194
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,13340.167387571484
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4882.472861251375
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3951.350528078518
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8762.149249471608
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,1313.170584088759
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,692.4223619735212
